DATE,Speard ,Yield
9/25/01,10 years - 3 months,2.32
9/26/01,10 years - 3 months,2.27
9/27/01,10 years - 3 months,2.2
9/28/01,10 years - 3 months,2.2
10/1/01,10 years - 3 months,2.18
10/2/01,10 years - 3 months,2.27
10/3/01,10 years - 3 months,2.27
10/4/01,10 years - 3 months,2.32
10/5/01,10 years - 3 months,2.33
10/8/01,10 years - 3 months,.
10/9/01,10 years - 3 months,2.4
10/10/01,10 years - 3 months,2.39
10/11/01,10 years - 3 months,2.42
10/12/01,10 years - 3 months,2.43
10/15/01,10 years - 3 months,2.37
10/16/01,10 years - 3 months,2.37
10/17/01,10 years - 3 months,2.37
10/18/01,10 years - 3 months,2.39
10/19/01,10 years - 3 months,2.44
10/22/01,10 years - 3 months,2.41
10/23/01,10 years - 3 months,2.46
10/24/01,10 years - 3 months,2.44
10/25/01,10 years - 3 months,2.42
10/26/01,10 years - 3 months,2.39
10/29/01,10 years - 3 months,2.41
10/30/01,10 years - 3 months,2.39
10/31/01,10 years - 3 months,2.25
11/1/01,10 years - 3 months,2.18
11/2/01,10 years - 3 months,2.36
11/5/01,10 years - 3 months,2.3
11/6/01,10 years - 3 months,2.45
11/7/01,10 years - 3 months,2.42
11/8/01,10 years - 3 months,2.48
11/9/01,10 years - 3 months,2.51
11/12/01,10 years - 3 months,.
11/13/01,10 years - 3 months,2.57
11/14/01,10 years - 3 months,2.67
11/15/01,10 years - 3 months,2.87
11/16/01,10 years - 3 months,2.96
11/19/01,10 years - 3 months,2.86
11/20/01,10 years - 3 months,2.93
11/21/01,10 years - 3 months,3.02
11/22/01,10 years - 3 months,.
11/23/01,10 years - 3 months,3.09
11/26/01,10 years - 3 months,3.07
11/27/01,10 years - 3 months,3.06
11/28/01,10 years - 3 months,3.11
11/29/01,10 years - 3 months,2.99
11/30/01,10 years - 3 months,3
12/3/01,10 years - 3 months,2.97
12/4/01,10 years - 3 months,2.96
12/5/01,10 years - 3 months,3.15
12/6/01,10 years - 3 months,3.29
12/7/01,10 years - 3 months,3.51
12/10/01,10 years - 3 months,3.46
12/11/01,10 years - 3 months,3.47
12/12/01,10 years - 3 months,3.35
12/13/01,10 years - 3 months,3.44
12/14/01,10 years - 3 months,3.51
12/17/01,10 years - 3 months,3.52
12/18/01,10 years - 3 months,3.45
12/19/01,10 years - 3 months,3.39
12/20/01,10 years - 3 months,3.39
12/21/01,10 years - 3 months,3.41
12/24/01,10 years - 3 months,3.46
12/25/01,10 years - 3 months,.
12/26/01,10 years - 3 months,3.47
12/27/01,10 years - 3 months,3.39
12/28/01,10 years - 3 months,3.43
12/31/01,10 years - 3 months,3.33
1/1/02,10 years - 3 months,.
1/2/02,10 years - 3 months,3.46
1/3/02,10 years - 3 months,3.43
1/4/02,10 years - 3 months,3.46
1/7/02,10 years - 3 months,3.41
1/8/02,10 years - 3 months,3.42
1/9/02,10 years - 3 months,3.42
1/10/02,10 years - 3 months,3.32
1/11/02,10 years - 3 months,3.34
1/14/02,10 years - 3 months,3.33
1/15/02,10 years - 3 months,3.28
1/16/02,10 years - 3 months,3.27
1/17/02,10 years - 3 months,3.34
1/18/02,10 years - 3 months,3.32
1/21/02,10 years - 3 months,.
1/22/02,10 years - 3 months,3.26
1/23/02,10 years - 3 months,3.34
1/24/02,10 years - 3 months,3.35
1/25/02,10 years - 3 months,3.38
1/28/02,10 years - 3 months,3.36
1/29/02,10 years - 3 months,3.3
1/30/02,10 years - 3 months,3.27
1/31/02,10 years - 3 months,3.31
2/1/02,10 years - 3 months,3.26
2/4/02,10 years - 3 months,3.17
2/5/02,10 years - 3 months,3.16
2/6/02,10 years - 3 months,3.18
2/7/02,10 years - 3 months,3.2
2/8/02,10 years - 3 months,3.17
2/11/02,10 years - 3 months,3.16
2/12/02,10 years - 3 months,3.22
2/13/02,10 years - 3 months,3.25
2/14/02,10 years - 3 months,3.2
2/15/02,10 years - 3 months,3.12
2/18/02,10 years - 3 months,.
2/19/02,10 years - 3 months,3.12
2/20/02,10 years - 3 months,3.12
2/21/02,10 years - 3 months,3.12
2/22/02,10 years - 3 months,3.08
2/25/02,10 years - 3 months,3.09
2/26/02,10 years - 3 months,3.16
2/27/02,10 years - 3 months,3.07
2/28/02,10 years - 3 months,3.09
3/1/02,10 years - 3 months,3.21
3/4/02,10 years - 3 months,3.21
3/5/02,10 years - 3 months,3.22
3/6/02,10 years - 3 months,3.28
3/7/02,10 years - 3 months,3.44
3/8/02,10 years - 3 months,3.52
3/11/02,10 years - 3 months,3.47
3/12/02,10 years - 3 months,3.48
3/13/02,10 years - 3 months,3.46
3/14/02,10 years - 3 months,3.54
3/15/02,10 years - 3 months,3.49
3/18/02,10 years - 3 months,3.44
3/19/02,10 years - 3 months,3.48
3/20/02,10 years - 3 months,3.56
3/21/02,10 years - 3 months,3.55
3/22/02,10 years - 3 months,3.56
3/25/02,10 years - 3 months,3.56
3/26/02,10 years - 3 months,3.54
3/27/02,10 years - 3 months,3.54
3/28/02,10 years - 3 months,3.63
3/29/02,10 years - 3 months,.
4/1/02,10 years - 3 months,3.65
4/2/02,10 years - 3 months,3.56
4/3/02,10 years - 3 months,3.51
4/4/02,10 years - 3 months,3.5
4/5/02,10 years - 3 months,3.46
4/8/02,10 years - 3 months,3.5
4/9/02,10 years - 3 months,3.49
4/10/02,10 years - 3 months,3.53
4/11/02,10 years - 3 months,3.5
4/12/02,10 years - 3 months,3.47
4/15/02,10 years - 3 months,3.43
4/16/02,10 years - 3 months,3.46
4/17/02,10 years - 3 months,3.51
4/18/02,10 years - 3 months,3.51
4/19/02,10 years - 3 months,3.48
4/22/02,10 years - 3 months,3.47
4/23/02,10 years - 3 months,3.45
4/24/02,10 years - 3 months,3.39
4/25/02,10 years - 3 months,3.36
4/26/02,10 years - 3 months,3.33
4/29/02,10 years - 3 months,3.35
4/30/02,10 years - 3 months,3.34
5/1/02,10 years - 3 months,3.31
5/2/02,10 years - 3 months,3.36
5/3/02,10 years - 3 months,3.32
5/6/02,10 years - 3 months,3.32
5/7/02,10 years - 3 months,3.33
5/8/02,10 years - 3 months,3.48
5/9/02,10 years - 3 months,3.43
5/10/02,10 years - 3 months,3.38
5/13/02,10 years - 3 months,3.44
5/14/02,10 years - 3 months,3.54
5/15/02,10 years - 3 months,3.52
5/16/02,10 years - 3 months,3.45
5/17/02,10 years - 3 months,3.51
5/20/02,10 years - 3 months,3.44
5/21/02,10 years - 3 months,3.43
5/22/02,10 years - 3 months,3.39
5/23/02,10 years - 3 months,3.42
5/24/02,10 years - 3 months,3.42
5/27/02,10 years - 3 months,.
5/28/02,10 years - 3 months,3.39
5/29/02,10 years - 3 months,3.36
5/30/02,10 years - 3 months,3.31
5/31/02,10 years - 3 months,3.34
6/3/02,10 years - 3 months,3.29
6/4/02,10 years - 3 months,3.28
6/5/02,10 years - 3 months,3.33
6/6/02,10 years - 3 months,3.3
6/7/02,10 years - 3 months,3.36
6/10/02,10 years - 3 months,3.31
6/11/02,10 years - 3 months,3.27
6/12/02,10 years - 3 months,3.24
6/13/02,10 years - 3 months,3.22
6/14/02,10 years - 3 months,3.12
6/17/02,10 years - 3 months,3.15
6/18/02,10 years - 3 months,3.15
6/19/02,10 years - 3 months,3.05
6/20/02,10 years - 3 months,3.12
6/21/02,10 years - 3 months,3.07
6/24/02,10 years - 3 months,3.13
6/25/02,10 years - 3 months,3.15
6/26/02,10 years - 3 months,3.05
6/27/02,10 years - 3 months,3.14
6/28/02,10 years - 3 months,3.16
7/1/02,10 years - 3 months,3.13
7/2/02,10 years - 3 months,3.05
7/3/02,10 years - 3 months,3.06
7/4/02,10 years - 3 months,.
7/5/02,10 years - 3 months,3.18
7/8/02,10 years - 3 months,3.11
7/9/02,10 years - 3 months,3.06
7/10/02,10 years - 3 months,2.94
7/11/02,10 years - 3 months,2.94
7/12/02,10 years - 3 months,2.92
7/15/02,10 years - 3 months,2.94
7/16/02,10 years - 3 months,3.03
7/17/02,10 years - 3 months,2.99
7/18/02,10 years - 3 months,2.94
7/19/02,10 years - 3 months,2.9
7/22/02,10 years - 3 months,2.81
7/23/02,10 years - 3 months,2.77
7/24/02,10 years - 3 months,2.8
7/25/02,10 years - 3 months,2.73
7/26/02,10 years - 3 months,2.74
7/29/02,10 years - 3 months,2.9
7/30/02,10 years - 3 months,2.93
7/31/02,10 years - 3 months,2.8
8/1/02,10 years - 3 months,2.79
8/2/02,10 years - 3 months,2.7
8/5/02,10 years - 3 months,2.65
8/6/02,10 years - 3 months,2.77
8/7/02,10 years - 3 months,2.76
8/8/02,10 years - 3 months,2.78
8/9/02,10 years - 3 months,2.65
8/12/02,10 years - 3 months,2.54
8/13/02,10 years - 3 months,2.49
8/14/02,10 years - 3 months,2.42
8/15/02,10 years - 3 months,2.55
8/16/02,10 years - 3 months,2.7
8/19/02,10 years - 3 months,2.62
8/20/02,10 years - 3 months,2.55
8/21/02,10 years - 3 months,2.57
8/22/02,10 years - 3 months,2.65
8/23/02,10 years - 3 months,2.6
8/26/02,10 years - 3 months,2.54
8/27/02,10 years - 3 months,2.61
8/28/02,10 years - 3 months,2.55
8/29/02,10 years - 3 months,2.48
8/30/02,10 years - 3 months,2.45
9/2/02,10 years - 3 months,.
9/3/02,10 years - 3 months,2.34
9/4/02,10 years - 3 months,2.33
9/5/02,10 years - 3 months,2.3
9/6/02,10 years - 3 months,2.39
9/9/02,10 years - 3 months,2.36
9/10/02,10 years - 3 months,2.32
9/11/02,10 years - 3 months,2.38
9/12/02,10 years - 3 months,2.29
9/13/02,10 years - 3 months,2.23
9/16/02,10 years - 3 months,2.19
9/17/02,10 years - 3 months,2.17
9/18/02,10 years - 3 months,2.18
9/19/02,10 years - 3 months,2.14
9/20/02,10 years - 3 months,2.14
9/23/02,10 years - 3 months,2.05
9/24/02,10 years - 3 months,2.04
9/25/02,10 years - 3 months,2.11
9/26/02,10 years - 3 months,2.14
9/27/02,10 years - 3 months,2.06
9/30/02,10 years - 3 months,2.06
10/1/02,10 years - 3 months,2.13
10/2/02,10 years - 3 months,2.13
10/3/02,10 years - 3 months,2.13
10/4/02,10 years - 3 months,2.08
10/7/02,10 years - 3 months,2.01
10/8/02,10 years - 3 months,2.04
10/9/02,10 years - 3 months,2.04
10/10/02,10 years - 3 months,2.1
10/11/02,10 years - 3 months,2.25
10/14/02,10 years - 3 months,.
10/15/02,10 years - 3 months,2.39
10/16/02,10 years - 3 months,2.4
10/17/02,10 years - 3 months,2.49
10/18/02,10 years - 3 months,2.47
10/21/02,10 years - 3 months,2.53
10/22/02,10 years - 3 months,2.58
10/23/02,10 years - 3 months,2.58
10/24/02,10 years - 3 months,2.51
10/25/02,10 years - 3 months,2.48
10/28/02,10 years - 3 months,2.51
10/29/02,10 years - 3 months,2.46
10/30/02,10 years - 3 months,2.48
10/31/02,10 years - 3 months,2.49
11/1/02,10 years - 3 months,2.58
11/4/02,10 years - 3 months,2.64
11/5/02,10 years - 3 months,2.68
11/6/02,10 years - 3 months,2.86
11/7/02,10 years - 3 months,2.66
11/8/02,10 years - 3 months,2.63
11/11/02,10 years - 3 months,.
11/12/02,10 years - 3 months,2.62
11/13/02,10 years - 3 months,2.63
11/14/02,10 years - 3 months,2.81
11/15/02,10 years - 3 months,2.83
11/18/02,10 years - 3 months,2.79
11/19/02,10 years - 3 months,2.78
11/20/02,10 years - 3 months,2.86
11/21/02,10 years - 3 months,2.92
11/22/02,10 years - 3 months,2.95
11/25/02,10 years - 3 months,2.95
11/26/02,10 years - 3 months,2.86
11/27/02,10 years - 3 months,3.03
11/28/02,10 years - 3 months,.
11/29/02,10 years - 3 months,3
12/2/02,10 years - 3 months,2.98
12/3/02,10 years - 3 months,3.01
12/4/02,10 years - 3 months,2.96
12/5/02,10 years - 3 months,2.91
12/6/02,10 years - 3 months,2.88
12/9/02,10 years - 3 months,2.83
12/10/02,10 years - 3 months,2.85
12/11/02,10 years - 3 months,2.8
12/12/02,10 years - 3 months,2.8
12/13/02,10 years - 3 months,2.86
12/16/02,10 years - 3 months,2.92
12/17/02,10 years - 3 months,2.91
12/18/02,10 years - 3 months,2.85
12/19/02,10 years - 3 months,2.75
12/20/02,10 years - 3 months,2.76
12/23/02,10 years - 3 months,2.79
12/24/02,10 years - 3 months,2.76
12/25/02,10 years - 3 months,.
12/26/02,10 years - 3 months,2.75
12/27/02,10 years - 3 months,2.67
12/30/02,10 years - 3 months,2.6
12/31/02,10 years - 3 months,2.61
1/1/03,10 years - 3 months,.
1/2/03,10 years - 3 months,2.85
1/3/03,10 years - 3 months,2.83
1/6/03,10 years - 3 months,2.88
1/7/03,10 years - 3 months,2.85
1/8/03,10 years - 3 months,2.81
1/9/03,10 years - 3 months,2.99
1/10/03,10 years - 3 months,2.96
1/13/03,10 years - 3 months,2.94
1/14/03,10 years - 3 months,2.91
1/15/03,10 years - 3 months,2.9
1/16/03,10 years - 3 months,2.92
1/17/03,10 years - 3 months,2.87
1/20/03,10 years - 3 months,.
1/21/03,10 years - 3 months,2.82
1/22/03,10 years - 3 months,2.78
1/23/03,10 years - 3 months,2.81
1/24/03,10 years - 3 months,2.78
1/27/03,10 years - 3 months,2.81
1/28/03,10 years - 3 months,2.82
1/29/03,10 years - 3 months,2.88
1/30/03,10 years - 3 months,2.82
1/31/03,10 years - 3 months,2.82
2/3/03,10 years - 3 months,2.83
2/4/03,10 years - 3 months,2.8
2/5/03,10 years - 3 months,2.84
2/6/03,10 years - 3 months,2.8
2/7/03,10 years - 3 months,2.79
2/10/03,10 years - 3 months,2.82
2/11/03,10 years - 3 months,2.8
2/12/03,10 years - 3 months,2.75
2/13/03,10 years - 3 months,2.72
2/14/03,10 years - 3 months,2.77
2/17/03,10 years - 3 months,.
2/18/03,10 years - 3 months,2.75
2/19/03,10 years - 3 months,2.7
2/20/03,10 years - 3 months,2.66
2/21/03,10 years - 3 months,2.71
2/24/03,10 years - 3 months,2.65
2/25/03,10 years - 3 months,2.61
2/26/03,10 years - 3 months,2.57
2/27/03,10 years - 3 months,2.55
2/28/03,10 years - 3 months,2.51
3/3/03,10 years - 3 months,2.48
3/4/03,10 years - 3 months,2.46
3/5/03,10 years - 3 months,2.45
3/6/03,10 years - 3 months,2.49
3/7/03,10 years - 3 months,2.51
3/10/03,10 years - 3 months,2.51
3/11/03,10 years - 3 months,2.5
3/12/03,10 years - 3 months,2.5
3/13/03,10 years - 3 months,2.62
3/14/03,10 years - 3 months,2.59
3/17/03,10 years - 3 months,2.67
3/18/03,10 years - 3 months,2.77
3/19/03,10 years - 3 months,2.82
3/20/03,10 years - 3 months,2.84
3/21/03,10 years - 3 months,2.93
3/24/03,10 years - 3 months,2.81
3/25/03,10 years - 3 months,2.79
3/26/03,10 years - 3 months,2.78
3/27/03,10 years - 3 months,2.79
3/28/03,10 years - 3 months,2.78
3/31/03,10 years - 3 months,2.69
4/1/03,10 years - 3 months,2.72
4/2/03,10 years - 3 months,2.81
4/3/03,10 years - 3 months,2.82
4/4/03,10 years - 3 months,2.85
4/7/03,10 years - 3 months,2.86
4/8/03,10 years - 3 months,2.8
4/9/03,10 years - 3 months,2.8
4/10/03,10 years - 3 months,2.81
4/11/03,10 years - 3 months,2.83
4/14/03,10 years - 3 months,2.84
4/15/03,10 years - 3 months,2.8
4/16/03,10 years - 3 months,2.79
4/17/03,10 years - 3 months,2.8
4/18/03,10 years - 3 months,.
4/21/03,10 years - 3 months,2.82
4/22/03,10 years - 3 months,2.83
4/23/03,10 years - 3 months,2.85
4/24/03,10 years - 3 months,2.78
4/25/03,10 years - 3 months,2.77
4/28/03,10 years - 3 months,2.78
4/29/03,10 years - 3 months,2.81
4/30/03,10 years - 3 months,2.76
5/1/03,10 years - 3 months,2.78
5/2/03,10 years - 3 months,2.82
5/5/03,10 years - 3 months,2.79
5/6/03,10 years - 3 months,2.74
5/7/03,10 years - 3 months,2.61
5/8/03,10 years - 3 months,2.61
5/9/03,10 years - 3 months,2.58
5/12/03,10 years - 3 months,2.54
5/13/03,10 years - 3 months,2.54
5/14/03,10 years - 3 months,2.47
5/15/03,10 years - 3 months,2.47
5/16/03,10 years - 3 months,2.41
5/19/03,10 years - 3 months,2.41
5/20/03,10 years - 3 months,2.34
5/21/03,10 years - 3 months,2.33
5/22/03,10 years - 3 months,2.26
5/23/03,10 years - 3 months,2.26
5/26/03,10 years - 3 months,.
5/27/03,10 years - 3 months,2.32
5/28/03,10 years - 3 months,2.32
5/29/03,10 years - 3 months,2.24
5/30/03,10 years - 3 months,2.26
6/2/03,10 years - 3 months,2.29
6/3/03,10 years - 3 months,2.26
6/4/03,10 years - 3 months,2.25
6/5/03,10 years - 3 months,2.3
6/6/03,10 years - 3 months,2.32
6/9/03,10 years - 3 months,2.26
6/10/03,10 years - 3 months,2.23
6/11/03,10 years - 3 months,2.27
6/12/03,10 years - 3 months,2.26
6/13/03,10 years - 3 months,2.27
6/16/03,10 years - 3 months,2.31
6/17/03,10 years - 3 months,2.37
6/18/03,10 years - 3 months,2.48
6/19/03,10 years - 3 months,2.54
6/20/03,10 years - 3 months,2.57
6/23/03,10 years - 3 months,2.47
6/24/03,10 years - 3 months,2.46
6/25/03,10 years - 3 months,2.46
6/26/03,10 years - 3 months,2.64
6/27/03,10 years - 3 months,2.71
6/30/03,10 years - 3 months,2.64
7/1/03,10 years - 3 months,2.67
7/2/03,10 years - 3 months,2.69
7/3/03,10 years - 3 months,2.8
7/4/03,10 years - 3 months,.
7/7/03,10 years - 3 months,2.82
7/8/03,10 years - 3 months,2.83
7/9/03,10 years - 3 months,2.83
7/10/03,10 years - 3 months,2.81
7/11/03,10 years - 3 months,2.77
7/14/03,10 years - 3 months,2.83
7/15/03,10 years - 3 months,3.02
7/16/03,10 years - 3 months,3.06
7/17/03,10 years - 3 months,3.08
7/18/03,10 years - 3 months,3.09
7/21/03,10 years - 3 months,3.26
7/22/03,10 years - 3 months,3.24
7/23/03,10 years - 3 months,3.19
7/24/03,10 years - 3 months,3.27
7/25/03,10 years - 3 months,3.29
7/28/03,10 years - 3 months,3.34
7/29/03,10 years - 3 months,3.43
7/30/03,10 years - 3 months,3.36
7/31/03,10 years - 3 months,3.53
8/1/03,10 years - 3 months,3.49
8/4/03,10 years - 3 months,3.38
8/5/03,10 years - 3 months,3.51
8/6/03,10 years - 3 months,3.37
8/7/03,10 years - 3 months,3.35
8/8/03,10 years - 3 months,3.31
8/11/03,10 years - 3 months,3.42
8/12/03,10 years - 3 months,3.42
8/13/03,10 years - 3 months,3.62
8/14/03,10 years - 3 months,3.59
8/15/03,10 years - 3 months,3.6
8/18/03,10 years - 3 months,3.53
8/19/03,10 years - 3 months,3.42
8/20/03,10 years - 3 months,3.49
8/21/03,10 years - 3 months,3.56
8/22/03,10 years - 3 months,3.5
8/25/03,10 years - 3 months,3.51
8/26/03,10 years - 3 months,3.49
8/27/03,10 years - 3 months,3.54
8/28/03,10 years - 3 months,3.43
8/29/03,10 years - 3 months,3.47
9/1/03,10 years - 3 months,.
9/2/03,10 years - 3 months,3.63
9/3/03,10 years - 3 months,3.63
9/4/03,10 years - 3 months,3.55
9/5/03,10 years - 3 months,3.39
9/8/03,10 years - 3 months,3.44
9/9/03,10 years - 3 months,3.41
9/10/03,10 years - 3 months,3.32
9/11/03,10 years - 3 months,3.39
9/12/03,10 years - 3 months,3.31
9/15/03,10 years - 3 months,3.32
9/16/03,10 years - 3 months,3.36
9/17/03,10 years - 3 months,3.25
9/18/03,10 years - 3 months,3.23
9/19/03,10 years - 3 months,3.22
9/22/03,10 years - 3 months,3.31
9/23/03,10 years - 3 months,3.31
9/24/03,10 years - 3 months,3.21
9/25/03,10 years - 3 months,3.18
9/26/03,10 years - 3 months,3.1
9/29/03,10 years - 3 months,3.13
9/30/03,10 years - 3 months,3.01
10/1/03,10 years - 3 months,3.01
10/2/03,10 years - 3 months,3.09
10/3/03,10 years - 3 months,3.27
10/6/03,10 years - 3 months,3.23
10/7/03,10 years - 3 months,3.35
10/8/03,10 years - 3 months,3.36
10/9/03,10 years - 3 months,3.41
10/10/03,10 years - 3 months,3.37
10/13/03,10 years - 3 months,.
10/14/03,10 years - 3 months,3.44
10/15/03,10 years - 3 months,3.5
10/16/03,10 years - 3 months,3.54
10/17/03,10 years - 3 months,3.48
10/20/03,10 years - 3 months,3.46
10/21/03,10 years - 3 months,3.45
10/22/03,10 years - 3 months,3.33
10/23/03,10 years - 3 months,3.38
10/24/03,10 years - 3 months,3.29
10/27/03,10 years - 3 months,3.32
10/28/03,10 years - 3 months,3.27
10/29/03,10 years - 3 months,3.35
10/30/03,10 years - 3 months,3.4
10/31/03,10 years - 3 months,3.37
11/3/03,10 years - 3 months,3.44
11/4/03,10 years - 3 months,3.38
11/5/03,10 years - 3 months,3.42
11/6/03,10 years - 3 months,3.49
11/7/03,10 years - 3 months,3.52
11/10/03,10 years - 3 months,3.52
11/11/03,10 years - 3 months,.
11/12/03,10 years - 3 months,3.49
11/13/03,10 years - 3 months,3.36
11/14/03,10 years - 3 months,3.27
11/17/03,10 years - 3 months,3.22
11/18/03,10 years - 3 months,3.21
11/19/03,10 years - 3 months,3.29
11/20/03,10 years - 3 months,3.21
11/21/03,10 years - 3 months,3.21
11/24/03,10 years - 3 months,3.27
11/25/03,10 years - 3 months,3.24
11/26/03,10 years - 3 months,3.31
11/27/03,10 years - 3 months,.
11/28/03,10 years - 3 months,3.41
12/1/03,10 years - 3 months,3.45
12/2/03,10 years - 3 months,3.44
12/3/03,10 years - 3 months,3.47
12/4/03,10 years - 3 months,3.45
12/5/03,10 years - 3 months,3.31
12/8/03,10 years - 3 months,3.36
12/9/03,10 years - 3 months,3.39
12/10/03,10 years - 3 months,3.37
12/11/03,10 years - 3 months,3.37
12/12/03,10 years - 3 months,3.35
12/15/03,10 years - 3 months,3.38
12/16/03,10 years - 3 months,3.33
12/17/03,10 years - 3 months,3.29
12/18/03,10 years - 3 months,3.27
12/19/03,10 years - 3 months,3.27
12/22/03,10 years - 3 months,3.28
12/23/03,10 years - 3 months,3.38
12/24/03,10 years - 3 months,3.3
12/25/03,10 years - 3 months,.
12/26/03,10 years - 3 months,3.3
12/29/03,10 years - 3 months,3.34
12/30/03,10 years - 3 months,3.35
12/31/03,10 years - 3 months,3.32
1/1/04,10 years - 3 months,.
1/2/04,10 years - 3 months,3.45
1/5/04,10 years - 3 months,3.5
1/6/04,10 years - 3 months,3.38
1/7/04,10 years - 3 months,3.36
