DATE,Speard ,Yield
12/3/98,10 years - 3 months,0.13
12/4/98,10 years - 3 months,0.14
12/7/98,10 years - 3 months,0.23
12/8/98,10 years - 3 months,0.17
12/9/98,10 years - 3 months,0.13
12/10/98,10 years - 3 months,0.05
12/11/98,10 years - 3 months,0.11
12/14/98,10 years - 3 months,0.09
12/15/98,10 years - 3 months,0.13
12/16/98,10 years - 3 months,0.12
12/17/98,10 years - 3 months,0.12
12/18/98,10 years - 3 months,0.09
12/21/98,10 years - 3 months,0.13
12/22/98,10 years - 3 months,0.2
12/23/98,10 years - 3 months,0.23
12/24/98,10 years - 3 months,0.29
12/25/98,10 years - 3 months,.
12/28/98,10 years - 3 months,0.22
12/29/98,10 years - 3 months,0.12
12/30/98,10 years - 3 months,0.1
12/31/98,10 years - 3 months,0.17
1/1/99,10 years - 3 months,.
1/4/99,10 years - 3 months,0.2
1/5/99,10 years - 3 months,0.26
1/6/99,10 years - 3 months,0.26
1/7/99,10 years - 3 months,0.33
1/8/99,10 years - 3 months,0.38
1/11/99,10 years - 3 months,0.39
1/12/99,10 years - 3 months,0.34
1/13/99,10 years - 3 months,0.29
1/14/99,10 years - 3 months,0.19
1/15/99,10 years - 3 months,0.22
1/18/99,10 years - 3 months,.
1/19/99,10 years - 3 months,0.3
1/20/99,10 years - 3 months,0.39
1/21/99,10 years - 3 months,0.38
1/22/99,10 years - 3 months,0.28
1/25/99,10 years - 3 months,0.23
1/26/99,10 years - 3 months,0.23
1/27/99,10 years - 3 months,0.21
1/28/99,10 years - 3 months,0.18
1/29/99,10 years - 3 months,0.18
2/1/99,10 years - 3 months,0.22
2/2/99,10 years - 3 months,0.26
2/3/99,10 years - 3 months,0.35
2/4/99,10 years - 3 months,0.4
2/5/99,10 years - 3 months,0.44
2/8/99,10 years - 3 months,0.4
2/9/99,10 years - 3 months,0.38
2/10/99,10 years - 3 months,0.42
2/11/99,10 years - 3 months,0.43
2/12/99,10 years - 3 months,0.52
2/15/99,10 years - 3 months,.
2/16/99,10 years - 3 months,0.47
2/17/99,10 years - 3 months,0.46
2/18/99,10 years - 3 months,0.51
2/19/99,10 years - 3 months,0.51
2/22/99,10 years - 3 months,0.38
2/23/99,10 years - 3 months,0.44
2/24/99,10 years - 3 months,0.51
2/25/99,10 years - 3 months,0.7
2/26/99,10 years - 3 months,0.63
3/1/99,10 years - 3 months,0.69
3/2/99,10 years - 3 months,0.69
3/3/99,10 years - 3 months,0.77
3/4/99,10 years - 3 months,0.79
3/5/99,10 years - 3 months,0.71
3/8/99,10 years - 3 months,0.65
3/9/99,10 years - 3 months,0.58
3/10/99,10 years - 3 months,0.6
3/11/99,10 years - 3 months,0.59
3/12/99,10 years - 3 months,0.56
3/15/99,10 years - 3 months,0.54
3/16/99,10 years - 3 months,0.56
3/17/99,10 years - 3 months,0.61
3/18/99,10 years - 3 months,0.6
3/19/99,10 years - 3 months,0.66
3/22/99,10 years - 3 months,0.69
3/23/99,10 years - 3 months,0.7
3/24/99,10 years - 3 months,0.67
3/25/99,10 years - 3 months,0.7
3/26/99,10 years - 3 months,0.7
3/29/99,10 years - 3 months,0.77
3/30/99,10 years - 3 months,0.73
3/31/99,10 years - 3 months,0.76
4/1/99,10 years - 3 months,0.83
4/2/99,10 years - 3 months,0.77
4/5/99,10 years - 3 months,0.8
4/6/99,10 years - 3 months,0.71
4/7/99,10 years - 3 months,0.72
4/8/99,10 years - 3 months,0.63
4/9/99,10 years - 3 months,0.63
4/12/99,10 years - 3 months,0.74
4/13/99,10 years - 3 months,0.8
4/14/99,10 years - 3 months,0.83
4/15/99,10 years - 3 months,0.86
4/16/99,10 years - 3 months,0.89
4/19/99,10 years - 3 months,0.82
4/20/99,10 years - 3 months,0.78
4/21/99,10 years - 3 months,0.81
4/22/99,10 years - 3 months,0.85
4/23/99,10 years - 3 months,0.83
4/26/99,10 years - 3 months,0.76
4/27/99,10 years - 3 months,0.72
4/28/99,10 years - 3 months,0.76
4/29/99,10 years - 3 months,0.71
4/30/99,10 years - 3 months,0.81
5/3/99,10 years - 3 months,0.76
5/4/99,10 years - 3 months,0.79
5/5/99,10 years - 3 months,0.79
5/6/99,10 years - 3 months,0.9
5/7/99,10 years - 3 months,0.92
5/10/99,10 years - 3 months,0.94
5/11/99,10 years - 3 months,0.97
5/12/99,10 years - 3 months,0.91
5/13/99,10 years - 3 months,0.82
5/14/99,10 years - 3 months,0.98
5/17/99,10 years - 3 months,0.95
5/18/99,10 years - 3 months,1.02
5/19/99,10 years - 3 months,0.97
5/20/99,10 years - 3 months,0.99
5/21/99,10 years - 3 months,0.91
5/24/99,10 years - 3 months,0.86
5/25/99,10 years - 3 months,0.85
5/26/99,10 years - 3 months,0.89
5/27/99,10 years - 3 months,0.97
5/28/99,10 years - 3 months,0.98
5/31/99,10 years - 3 months,.
6/1/99,10 years - 3 months,1.01
6/2/99,10 years - 3 months,1.06
6/3/99,10 years - 3 months,1.15
6/4/99,10 years - 3 months,1.25
6/7/99,10 years - 3 months,1.17
6/8/99,10 years - 3 months,1.21
6/9/99,10 years - 3 months,1.27
6/10/99,10 years - 3 months,1.25
6/11/99,10 years - 3 months,1.28
6/14/99,10 years - 3 months,1.22
6/15/99,10 years - 3 months,1.24
6/16/99,10 years - 3 months,1.27
6/17/99,10 years - 3 months,1.15
6/18/99,10 years - 3 months,1.15
6/21/99,10 years - 3 months,1.16
6/22/99,10 years - 3 months,1.21
6/23/99,10 years - 3 months,1.27
6/24/99,10 years - 3 months,1.31
6/25/99,10 years - 3 months,1.22
6/28/99,10 years - 3 months,1.08
6/29/99,10 years - 3 months,1.09
6/30/99,10 years - 3 months,1.03
7/1/99,10 years - 3 months,1.17
7/2/99,10 years - 3 months,1.13
7/5/99,10 years - 3 months,.
7/6/99,10 years - 3 months,1.16
7/7/99,10 years - 3 months,1.25
7/8/99,10 years - 3 months,1.17
7/9/99,10 years - 3 months,1.15
7/12/99,10 years - 3 months,1
7/13/99,10 years - 3 months,1
7/14/99,10 years - 3 months,1.02
7/15/99,10 years - 3 months,1.02
7/16/99,10 years - 3 months,1
7/19/99,10 years - 3 months,0.99
7/20/99,10 years - 3 months,1.01
7/21/99,10 years - 3 months,1.07
7/22/99,10 years - 3 months,1.17
7/23/99,10 years - 3 months,1.19
7/26/99,10 years - 3 months,1.18
7/27/99,10 years - 3 months,1.12
7/28/99,10 years - 3 months,1.1
7/29/99,10 years - 3 months,1.16
7/30/99,10 years - 3 months,1.17
8/2/99,10 years - 3 months,1.07
8/3/99,10 years - 3 months,1.11
8/4/99,10 years - 3 months,1.18
8/5/99,10 years - 3 months,1.14
8/6/99,10 years - 3 months,1.22
8/9/99,10 years - 3 months,1.17
8/10/99,10 years - 3 months,1.21
8/11/99,10 years - 3 months,1.14
8/12/99,10 years - 3 months,1.29
8/13/99,10 years - 3 months,1.24
8/16/99,10 years - 3 months,1.14
8/17/99,10 years - 3 months,1.06
8/18/99,10 years - 3 months,1.12
8/19/99,10 years - 3 months,1.14
8/20/99,10 years - 3 months,1.04
8/23/99,10 years - 3 months,0.88
8/24/99,10 years - 3 months,0.86
8/25/99,10 years - 3 months,0.8
8/26/99,10 years - 3 months,0.82
8/27/99,10 years - 3 months,0.87
8/30/99,10 years - 3 months,0.94
8/31/99,10 years - 3 months,1
9/1/99,10 years - 3 months,1.02
9/2/99,10 years - 3 months,1.11
9/3/99,10 years - 3 months,0.97
9/6/99,10 years - 3 months,.
9/7/99,10 years - 3 months,1.1
9/8/99,10 years - 3 months,1.1
9/9/99,10 years - 3 months,1.16
9/10/99,10 years - 3 months,1.13
9/13/99,10 years - 3 months,1.12
9/14/99,10 years - 3 months,1.13
9/15/99,10 years - 3 months,1.19
9/16/99,10 years - 3 months,1.2
9/17/99,10 years - 3 months,1.2
9/20/99,10 years - 3 months,1.1
9/21/99,10 years - 3 months,1.15
9/22/99,10 years - 3 months,1.09
9/23/99,10 years - 3 months,1.05
9/24/99,10 years - 3 months,0.97
9/27/99,10 years - 3 months,0.96
9/28/99,10 years - 3 months,1.04
9/29/99,10 years - 3 months,1.14
9/30/99,10 years - 3 months,1.02
10/1/99,10 years - 3 months,1.02
10/4/99,10 years - 3 months,1.08
10/5/99,10 years - 3 months,1.16
10/6/99,10 years - 3 months,1.23
10/7/99,10 years - 3 months,1.21
10/8/99,10 years - 3 months,1.22
10/11/99,10 years - 3 months,.
10/12/99,10 years - 3 months,1.14
10/13/99,10 years - 3 months,1.14
10/14/99,10 years - 3 months,1.15
10/15/99,10 years - 3 months,1.05
10/18/99,10 years - 3 months,0.97
10/19/99,10 years - 3 months,1.03
10/20/99,10 years - 3 months,1.04
10/21/99,10 years - 3 months,1.06
10/22/99,10 years - 3 months,1.14
10/25/99,10 years - 3 months,1.08
10/26/99,10 years - 3 months,1.09
10/27/99,10 years - 3 months,1.05
10/28/99,10 years - 3 months,1.01
10/29/99,10 years - 3 months,0.9
11/1/99,10 years - 3 months,0.9
11/2/99,10 years - 3 months,0.9
11/3/99,10 years - 3 months,0.89
11/4/99,10 years - 3 months,0.85
11/5/99,10 years - 3 months,0.78
11/8/99,10 years - 3 months,0.75
11/9/99,10 years - 3 months,0.78
11/10/99,10 years - 3 months,0.8
11/11/99,10 years - 3 months,.
11/12/99,10 years - 3 months,0.7
11/15/99,10 years - 3 months,0.65
11/16/99,10 years - 3 months,0.68
11/17/99,10 years - 3 months,0.8
11/18/99,10 years - 3 months,0.83
11/19/99,10 years - 3 months,0.84
11/22/99,10 years - 3 months,0.82
11/23/99,10 years - 3 months,0.81
11/24/99,10 years - 3 months,0.8
11/25/99,10 years - 3 months,.
11/26/99,10 years - 3 months,0.82
11/29/99,10 years - 3 months,0.85
11/30/99,10 years - 3 months,0.88
12/1/99,10 years - 3 months,0.94
12/2/99,10 years - 3 months,0.99
12/3/99,10 years - 3 months,0.92
12/6/99,10 years - 3 months,0.94
12/7/99,10 years - 3 months,0.89
12/8/99,10 years - 3 months,0.93
12/9/99,10 years - 3 months,0.89
12/10/99,10 years - 3 months,0.78
12/13/99,10 years - 3 months,0.72
12/14/99,10 years - 3 months,0.83
12/15/99,10 years - 3 months,0.9
12/16/99,10 years - 3 months,0.92
12/17/99,10 years - 3 months,0.86
12/20/99,10 years - 3 months,0.73
12/21/99,10 years - 3 months,0.79
12/22/99,10 years - 3 months,0.83
12/23/99,10 years - 3 months,0.94
12/24/99,10 years - 3 months,.
12/27/99,10 years - 3 months,0.93
12/28/99,10 years - 3 months,1.02
12/29/99,10 years - 3 months,1.17
12/30/99,10 years - 3 months,1.17
12/31/99,10 years - 3 months,1.12
1/3/00,10 years - 3 months,1.1
1/4/00,10 years - 3 months,1.06
1/5/00,10 years - 3 months,1.18
1/6/00,10 years - 3 months,1.16
1/7/00,10 years - 3 months,1.14
1/10/00,10 years - 3 months,1.15
1/11/00,10 years - 3 months,1.24
1/12/00,10 years - 3 months,1.27
1/13/00,10 years - 3 months,1.22
1/14/00,10 years - 3 months,1.28
1/17/00,10 years - 3 months,.
1/18/00,10 years - 3 months,1.19
1/19/00,10 years - 3 months,1.22
1/20/00,10 years - 3 months,1.31
1/21/00,10 years - 3 months,1.32
1/24/00,10 years - 3 months,1.14
1/25/00,10 years - 3 months,1.13
1/26/00,10 years - 3 months,1.11
1/27/00,10 years - 3 months,1.09
1/28/00,10 years - 3 months,1.01
1/31/00,10 years - 3 months,0.92
2/1/00,10 years - 3 months,0.91
2/2/00,10 years - 3 months,0.94
2/3/00,10 years - 3 months,0.86
2/4/00,10 years - 3 months,0.86
2/7/00,10 years - 3 months,0.92
2/8/00,10 years - 3 months,0.9
2/9/00,10 years - 3 months,0.9
2/10/00,10 years - 3 months,1
2/11/00,10 years - 3 months,0.97
2/14/00,10 years - 3 months,0.88
2/15/00,10 years - 3 months,0.81
2/16/00,10 years - 3 months,0.83
2/17/00,10 years - 3 months,0.84
2/18/00,10 years - 3 months,0.74
2/21/00,10 years - 3 months,.
2/22/00,10 years - 3 months,0.54
2/23/00,10 years - 3 months,0.62
2/24/00,10 years - 3 months,0.55
2/25/00,10 years - 3 months,0.57
2/28/00,10 years - 3 months,0.57
2/29/00,10 years - 3 months,0.64
3/1/00,10 years - 3 months,0.63
3/2/00,10 years - 3 months,0.64
3/3/00,10 years - 3 months,0.6
3/6/00,10 years - 3 months,0.57
3/7/00,10 years - 3 months,0.56
3/8/00,10 years - 3 months,0.55
3/9/00,10 years - 3 months,0.53
3/10/00,10 years - 3 months,0.52
3/13/00,10 years - 3 months,0.47
3/14/00,10 years - 3 months,0.44
3/15/00,10 years - 3 months,0.44
3/16/00,10 years - 3 months,0.39
3/17/00,10 years - 3 months,0.31
3/20/00,10 years - 3 months,0.23
3/21/00,10 years - 3 months,0.22
3/22/00,10 years - 3 months,0.22
3/23/00,10 years - 3 months,0.18
3/24/00,10 years - 3 months,0.29
3/27/00,10 years - 3 months,0.33
3/28/00,10 years - 3 months,0.29
3/29/00,10 years - 3 months,0.29
3/30/00,10 years - 3 months,0.18
3/31/00,10 years - 3 months,0.15
4/3/00,10 years - 3 months,0.13
4/4/00,10 years - 3 months,0.07
4/5/00,10 years - 3 months,0.04
4/6/00,10 years - 3 months,0.05
4/7/00,10 years - 3 months,-0.04
4/10/00,10 years - 3 months,-0.05
4/11/00,10 years - 3 months,0.06
4/12/00,10 years - 3 months,0.14
4/13/00,10 years - 3 months,0.13
4/14/00,10 years - 3 months,0.04
4/17/00,10 years - 3 months,0.19
4/18/00,10 years - 3 months,0.24
4/19/00,10 years - 3 months,0.18
4/20/00,10 years - 3 months,0.2
4/21/00,10 years - 3 months,.
4/24/00,10 years - 3 months,0.2
4/25/00,10 years - 3 months,0.35
4/26/00,10 years - 3 months,0.39
4/27/00,10 years - 3 months,0.48
4/28/00,10 years - 3 months,0.41
5/1/00,10 years - 3 months,0.29
5/2/00,10 years - 3 months,0.4
5/3/00,10 years - 3 months,0.49
5/4/00,10 years - 3 months,0.56
5/5/00,10 years - 3 months,0.54
5/8/00,10 years - 3 months,0.38
5/9/00,10 years - 3 months,0.39
5/10/00,10 years - 3 months,0.33
5/11/00,10 years - 3 months,0.29
5/12/00,10 years - 3 months,0.37
5/15/00,10 years - 3 months,0.22
5/16/00,10 years - 3 months,0.23
5/17/00,10 years - 3 months,0.43
5/18/00,10 years - 3 months,0.64
5/19/00,10 years - 3 months,0.62
5/22/00,10 years - 3 months,0.43
5/23/00,10 years - 3 months,0.44
5/24/00,10 years - 3 months,0.55
5/25/00,10 years - 3 months,0.54
5/26/00,10 years - 3 months,0.5
5/29/00,10 years - 3 months,.
5/30/00,10 years - 3 months,0.51
5/31/00,10 years - 3 months,0.66
6/1/00,10 years - 3 months,0.46
6/2/00,10 years - 3 months,0.28
6/5/00,10 years - 3 months,0.14
6/6/00,10 years - 3 months,0.15
6/7/00,10 years - 3 months,0.21
6/8/00,10 years - 3 months,0.22
6/9/00,10 years - 3 months,0.21
6/12/00,10 years - 3 months,0.16
6/13/00,10 years - 3 months,0.23
6/14/00,10 years - 3 months,0.24
6/15/00,10 years - 3 months,0.21
6/16/00,10 years - 3 months,0.16
6/19/00,10 years - 3 months,0.16
6/20/00,10 years - 3 months,0.24
6/21/00,10 years - 3 months,0.3
6/22/00,10 years - 3 months,0.28
6/23/00,10 years - 3 months,0.33
6/26/00,10 years - 3 months,0.29
6/27/00,10 years - 3 months,0.27
6/28/00,10 years - 3 months,0.3
6/29/00,10 years - 3 months,0.19
6/30/00,10 years - 3 months,0.15
7/3/00,10 years - 3 months,0
7/4/00,10 years - 3 months,.
7/5/00,10 years - 3 months,0
7/6/00,10 years - 3 months,0.03
7/7/00,10 years - 3 months,-0.03
7/10/00,10 years - 3 months,-0.06
7/11/00,10 years - 3 months,-0.04
7/12/00,10 years - 3 months,-0.08
7/13/00,10 years - 3 months,-0.17
7/14/00,10 years - 3 months,-0.07
7/17/00,10 years - 3 months,0.02
7/18/00,10 years - 3 months,0
7/19/00,10 years - 3 months,-0.02
7/20/00,10 years - 3 months,-0.17
7/21/00,10 years - 3 months,-0.12
7/24/00,10 years - 3 months,-0.17
7/25/00,10 years - 3 months,-0.16
7/26/00,10 years - 3 months,-0.14
7/27/00,10 years - 3 months,-0.2
7/28/00,10 years - 3 months,-0.16
7/31/00,10 years - 3 months,-0.23
8/1/00,10 years - 3 months,-0.25
8/2/00,10 years - 3 months,-0.27
8/3/00,10 years - 3 months,-0.28
8/4/00,10 years - 3 months,-0.32
8/7/00,10 years - 3 months,-0.31
8/8/00,10 years - 3 months,-0.33
8/9/00,10 years - 3 months,-0.44
8/10/00,10 years - 3 months,-0.49
8/11/00,10 years - 3 months,-0.5
8/14/00,10 years - 3 months,-0.49
8/15/00,10 years - 3 months,-0.47
8/16/00,10 years - 3 months,-0.44
8/17/00,10 years - 3 months,-0.46
8/18/00,10 years - 3 months,-0.49
8/21/00,10 years - 3 months,-0.51
8/22/00,10 years - 3 months,-0.5
8/23/00,10 years - 3 months,-0.56
8/24/00,10 years - 3 months,-0.56
8/25/00,10 years - 3 months,-0.58
8/28/00,10 years - 3 months,-0.54
8/29/00,10 years - 3 months,-0.5
8/30/00,10 years - 3 months,-0.51
8/31/00,10 years - 3 months,-0.58
9/1/00,10 years - 3 months,-0.59
9/4/00,10 years - 3 months,.
9/5/00,10 years - 3 months,-0.58
9/6/00,10 years - 3 months,-0.49
9/7/00,10 years - 3 months,-0.44
9/8/00,10 years - 3 months,-0.41
9/11/00,10 years - 3 months,-0.34
9/12/00,10 years - 3 months,-0.31
9/13/00,10 years - 3 months,-0.35
9/14/00,10 years - 3 months,-0.35
9/15/00,10 years - 3 months,-0.3
9/18/00,10 years - 3 months,-0.27
9/19/00,10 years - 3 months,-0.31
9/20/00,10 years - 3 months,-0.25
9/21/00,10 years - 3 months,-0.28
9/22/00,10 years - 3 months,-0.31
9/25/00,10 years - 3 months,-0.34
9/26/00,10 years - 3 months,-0.37
9/27/00,10 years - 3 months,-0.37
9/28/00,10 years - 3 months,-0.43
9/29/00,10 years - 3 months,-0.43
10/2/00,10 years - 3 months,-0.44
10/3/00,10 years - 3 months,-0.37
10/4/00,10 years - 3 months,-0.34
10/5/00,10 years - 3 months,-0.38
10/6/00,10 years - 3 months,-0.42
10/9/00,10 years - 3 months,.
10/10/00,10 years - 3 months,-0.47
10/11/00,10 years - 3 months,-0.46
10/12/00,10 years - 3 months,-0.46
10/13/00,10 years - 3 months,-0.46
10/16/00,10 years - 3 months,-0.54
10/17/00,10 years - 3 months,-0.62
10/18/00,10 years - 3 months,-0.64
10/19/00,10 years - 3 months,-0.66
10/20/00,10 years - 3 months,-0.67
10/23/00,10 years - 3 months,-0.75
10/24/00,10 years - 3 months,-0.72
10/25/00,10 years - 3 months,-0.72
10/26/00,10 years - 3 months,-0.67
10/27/00,10 years - 3 months,-0.63
10/30/00,10 years - 3 months,-0.65
10/31/00,10 years - 3 months,-0.61
11/1/00,10 years - 3 months,-0.63
11/2/00,10 years - 3 months,-0.63
11/3/00,10 years - 3 months,-0.55
11/6/00,10 years - 3 months,-0.55
11/7/00,10 years - 3 months,-0.55
11/8/00,10 years - 3 months,-0.54
11/9/00,10 years - 3 months,-0.58
11/10/00,10 years - 3 months,-0.55
11/13/00,10 years - 3 months,-0.62
11/14/00,10 years - 3 months,-0.61
11/15/00,10 years - 3 months,-0.66
11/16/00,10 years - 3 months,-0.67
11/17/00,10 years - 3 months,-0.64
11/20/00,10 years - 3 months,-0.68
11/21/00,10 years - 3 months,-0.69
11/22/00,10 years - 3 months,-0.74
11/23/00,10 years - 3 months,.
11/24/00,10 years - 3 months,-0.73
11/27/00,10 years - 3 months,-0.69
11/28/00,10 years - 3 months,-0.69
11/29/00,10 years - 3 months,-0.69
11/30/00,10 years - 3 months,-0.73
12/1/00,10 years - 3 months,-0.71
12/4/00,10 years - 3 months,-0.62
12/5/00,10 years - 3 months,-0.65
12/6/00,10 years - 3 months,-0.77
12/7/00,10 years - 3 months,-0.79
12/8/00,10 years - 3 months,-0.74
12/11/00,10 years - 3 months,-0.71
12/12/00,10 years - 3 months,-0.7
12/13/00,10 years - 3 months,-0.77
12/14/00,10 years - 3 months,-0.83
12/15/00,10 years - 3 months,-0.82
12/18/00,10 years - 3 months,-0.78
12/19/00,10 years - 3 months,-0.74
12/20/00,10 years - 3 months,-0.74
12/21/00,10 years - 3 months,-0.35
12/22/00,10 years - 3 months,-0.25
12/25/00,10 years - 3 months,.
12/26/00,10 years - 3 months,-0.81
12/27/00,10 years - 3 months,-0.64
12/28/00,10 years - 3 months,-0.74
12/29/00,10 years - 3 months,-0.77
1/1/01,10 years - 3 months,.
1/2/01,10 years - 3 months,-0.95
1/3/01,10 years - 3 months,-0.55
1/4/01,10 years - 3 months,-0.34
1/5/01,10 years - 3 months,-0.19
1/8/01,10 years - 3 months,-0.25
1/9/01,10 years - 3 months,-0.26
1/10/01,10 years - 3 months,-0.19
1/11/01,10 years - 3 months,-0.17
1/12/01,10 years - 3 months,-0.08
1/15/01,10 years - 3 months,.
1/16/01,10 years - 3 months,-0.14
1/17/01,10 years - 3 months,-0.17
1/18/01,10 years - 3 months,-0.16
1/19/01,10 years - 3 months,-0.05
1/22/01,10 years - 3 months,0.02
1/23/01,10 years - 3 months,0.06
1/24/01,10 years - 3 months,0.05
1/25/01,10 years - 3 months,0.01
1/26/01,10 years - 3 months,0.12
1/29/01,10 years - 3 months,0.21
1/30/01,10 years - 3 months,0.22
1/31/01,10 years - 3 months,0.2
2/1/01,10 years - 3 months,0.1
2/2/01,10 years - 3 months,0.11
2/5/01,10 years - 3 months,0.12
2/6/01,10 years - 3 months,0.15
2/7/01,10 years - 3 months,0.03
2/8/01,10 years - 3 months,0.02
2/9/01,10 years - 3 months,-0.03
2/12/01,10 years - 3 months,0.01
2/13/01,10 years - 3 months,0.02
2/14/01,10 years - 3 months,0.06
2/15/01,10 years - 3 months,0.11
2/16/01,10 years - 3 months,0.09
2/19/01,10 years - 3 months,.
2/20/01,10 years - 3 months,0.07
2/21/01,10 years - 3 months,0.12
2/22/01,10 years - 3 months,0.14
2/23/01,10 years - 3 months,0.21
2/26/01,10 years - 3 months,0.24
2/27/01,10 years - 3 months,0.14
2/28/01,10 years - 3 months,0.07
3/1/01,10 years - 3 months,0.03
3/2/01,10 years - 3 months,0.11
3/5/01,10 years - 3 months,0.16
3/6/01,10 years - 3 months,0.2
3/7/01,10 years - 3 months,0.23
3/8/01,10 years - 3 months,0.21
3/9/01,10 years - 3 months,0.23
3/12/01,10 years - 3 months,0.26
3/13/01,10 years - 3 months,0.29
3/14/01,10 years - 3 months,0.3
3/15/01,10 years - 3 months,0.29
3/16/01,10 years - 3 months,0.24
3/19/01,10 years - 3 months,0.29
3/20/01,10 years - 3 months,0.29
3/21/01,10 years - 3 months,0.46
3/22/01,10 years - 3 months,0.47
3/23/01,10 years - 3 months,0.51
3/26/01,10 years - 3 months,0.56
3/27/01,10 years - 3 months,0.65
3/28/01,10 years - 3 months,0.63
3/29/01,10 years - 3 months,0.66
3/30/01,10 years - 3 months,0.63
4/2/01,10 years - 3 months,0.76
4/3/01,10 years - 3 months,0.79
4/4/01,10 years - 3 months,0.84
4/5/01,10 years - 3 months,0.87
4/6/01,10 years - 3 months,0.95
4/9/01,10 years - 3 months,1
4/10/01,10 years - 3 months,1.15
4/11/01,10 years - 3 months,1.04
4/12/01,10 years - 3 months,1.16
4/13/01,10 years - 3 months,.
4/16/01,10 years - 3 months,1.13
4/17/01,10 years - 3 months,1.09
4/18/01,10 years - 3 months,1.23
4/19/01,10 years - 3 months,1.4
4/20/01,10 years - 3 months,1.52
4/23/01,10 years - 3 months,1.45
4/24/01,10 years - 3 months,1.42
4/25/01,10 years - 3 months,1.44
4/26/01,10 years - 3 months,1.37
4/27/01,10 years - 3 months,1.49
4/30/01,10 years - 3 months,1.4
5/1/01,10 years - 3 months,1.38
5/2/01,10 years - 3 months,1.42
5/3/01,10 years - 3 months,1.38
5/4/01,10 years - 3 months,1.47
5/7/01,10 years - 3 months,1.47
5/8/01,10 years - 3 months,1.54
5/9/01,10 years - 3 months,1.48
5/10/01,10 years - 3 months,1.57
5/11/01,10 years - 3 months,1.73
5/14/01,10 years - 3 months,1.75
5/15/01,10 years - 3 months,1.87
5/16/01,10 years - 3 months,1.91
5/17/01,10 years - 3 months,1.89
5/18/01,10 years - 3 months,1.8
5/21/01,10 years - 3 months,1.76
5/22/01,10 years - 3 months,1.78
5/23/01,10 years - 3 months,1.77
5/24/01,10 years - 3 months,1.82
5/25/01,10 years - 3 months,1.86
5/28/01,10 years - 3 months,.
5/29/01,10 years - 3 months,1.83
5/30/01,10 years - 3 months,1.86
5/31/01,10 years - 3 months,1.8
6/1/01,10 years - 3 months,1.72
6/4/01,10 years - 3 months,1.67
6/5/01,10 years - 3 months,1.66
6/6/01,10 years - 3 months,1.65
6/7/01,10 years - 3 months,1.7
6/8/01,10 years - 3 months,1.74
6/11/01,10 years - 3 months,1.72
6/12/01,10 years - 3 months,1.71
6/13/01,10 years - 3 months,1.73
6/14/01,10 years - 3 months,1.7
6/15/01,10 years - 3 months,1.75
6/18/01,10 years - 3 months,1.75
6/19/01,10 years - 3 months,1.75
6/20/01,10 years - 3 months,1.75
6/21/01,10 years - 3 months,1.71
6/22/01,10 years - 3 months,1.69
6/25/01,10 years - 3 months,1.7
6/26/01,10 years - 3 months,1.78
6/27/01,10 years - 3 months,1.74
6/28/01,10 years - 3 months,1.71
6/29/01,10 years - 3 months,1.77
7/2/01,10 years - 3 months,1.7
7/3/01,10 years - 3 months,1.75
7/4/01,10 years - 3 months,.
7/5/01,10 years - 3 months,1.79
7/6/01,10 years - 3 months,1.78
7/9/01,10 years - 3 months,1.72
7/10/01,10 years - 3 months,1.69
7/11/01,10 years - 3 months,1.73
7/12/01,10 years - 3 months,1.67
7/13/01,10 years - 3 months,1.65
7/16/01,10 years - 3 months,1.57
7/17/01,10 years - 3 months,1.61
7/18/01,10 years - 3 months,1.58
7/19/01,10 years - 3 months,1.58
7/20/01,10 years - 3 months,1.62
7/23/01,10 years - 3 months,1.57
7/24/01,10 years - 3 months,1.57
7/25/01,10 years - 3 months,1.64
7/26/01,10 years - 3 months,1.63
7/27/01,10 years - 3 months,1.58
7/30/01,10 years - 3 months,1.54
7/31/01,10 years - 3 months,1.53
8/1/01,10 years - 3 months,1.58
8/2/01,10 years - 3 months,1.64
8/3/01,10 years - 3 months,1.68
8/6/01,10 years - 3 months,1.67
8/7/01,10 years - 3 months,1.68
8/8/01,10 years - 3 months,1.5
8/9/01,10 years - 3 months,1.59
8/10/01,10 years - 3 months,1.56
8/13/01,10 years - 3 months,1.52
8/14/01,10 years - 3 months,1.54
8/15/01,10 years - 3 months,1.57
8/16/01,10 years - 3 months,1.56
8/17/01,10 years - 3 months,1.48
8/20/01,10 years - 3 months,1.49
8/21/01,10 years - 3 months,1.48
8/22/01,10 years - 3 months,1.53
8/23/01,10 years - 3 months,1.49
8/24/01,10 years - 3 months,1.51
8/27/01,10 years - 3 months,1.49
8/28/01,10 years - 3 months,1.44
8/29/01,10 years - 3 months,1.36
8/30/01,10 years - 3 months,1.43
8/31/01,10 years - 3 months,1.48
9/3/01,10 years - 3 months,.
9/4/01,10 years - 3 months,1.55
9/5/01,10 years - 3 months,1.56
9/6/01,10 years - 3 months,1.52
9/7/01,10 years - 3 months,1.53
9/10/01,10 years - 3 months,1.58
9/11/01,10 years - 3 months,.
9/12/01,10 years - 3 months,.
9/13/01,10 years - 3 months,1.9
9/14/01,10 years - 3 months,1.93
9/17/01,10 years - 3 months,2.04
9/18/01,10 years - 3 months,2.24
9/19/01,10 years - 3 months,2.5
9/20/01,10 years - 3 months,2.53
9/21/01,10 years - 3 months,2.45
9/24/01,10 years - 3 months,2.35
